index,x,y,z,yaw,pitch,roll,latitude,longitude,altitude,segment_distance_m,distance_traveled_m
43,-739.020568847656,-731.410888671875,0,339.421072006226,0,180,39.681976432727,-75.7566811691827,0,0.20067873018409,8.41166834118802
44,-738.832702636719,-731.481384277344,0,339.436151504517,0,180,39.681975799394,-75.7566789761078,0,0.200657278966946,8.61232562015496
45,-738.644836425781,-731.5517578125,0,339.45139503479,0,180,39.6819751671576,-75.7566767830328,0,0.200614425359696,8.81294004551466
46,-738.456909179688,-731.622253417969,0,339.466806411743,0,180,39.6819745338245,-75.7566745892454,0,0.20071442453094,9.0136544700456
47,-738.268981933594,-731.692565917969,0,339.482381820679,0,180,39.6819739021364,-75.7566723954579,0,0.200650186844246,9.21430465688985
48,-738.080993652344,-731.762878417969,0,339.498125076294,0,180,39.6819732704484,-75.7566702009579,0,0.200707352988323,9.41501200987817
49,-737.893005371094,-731.833129882812,0,339.514032363892,0,180,39.6819726393086,-75.756668006458,0,0.200685979081803,9.61569798895997
50,-737.704956054688,-731.903381347656,0,339.53010559082,0,180,39.6819720081689,-75.7566658112455,0,0.200743153590728,9.8164411425507
51,-737.516967773438,-731.973510742187,0,339.54634475708,0,180,39.6819713781258,-75.7566636167455,0,0.200643280138281,10.017084422689
52,-737.328979492188,-732.043640136719,0,339.562749862671,0,180,39.6819707480828,-75.7566614222456,0,0.200643280138281,10.2177277028273
53,-737.140869140625,-732.113647460938,0,339.579320907593,0,180,39.6819701191364,-75.7566592263206,0,0.200715046295081,10.4184427491223
54,-736.952758789063,-732.18359375,0,339.596055984497,0,180,39.6819694907383,-75.7566570303956,0,0.200693766018235,10.6191365151406
55,-736.7646484375,-732.253540039063,0,339.612958908081,0,180,39.6819688623402,-75.7566548344707,0,0.200693766018235,10.8198302811588
56,-736.576599121094,-732.323425292969,0,339.630027770996,0,180,39.6819682344905,-75.7566526392582,0,0.200615288835121,11.0204455699939
57,-736.388427734375,-732.393310546875,0,339.647262573242,0,180,39.6819676066407,-75.7566504426208,0,0.200729717513871,11.2211752875078
58,-736.200256347656,-732.463073730469,0,339.664659500122,0,180,39.6819669798877,-75.7566482459833,0,0.200687250628416,11.4218625381362
59,-736.012023925781,-732.53271484375,0,339.68222618103,0,180,39.6819663542313,-75.7566460486333,0,0.200702090930762,11.622564629067
60,-735.823852539063,-732.602416992188,0,339.699956893921,0,180,39.6819657280265,-75.7566438519959,0,0.200666041662411,11.8232306707294
61,-735.635620117187,-732.671997070313,0,339.717853546143,0,180,39.6819651029185,-75.7566416546459,0,0.200680920659661,12.0239115913891
62,-735.447387695313,-732.741516113281,0,339.735918045044,0,180,39.6819644783588,-75.756639457296,0,0.200659766720234,12.2245713581093
63,-735.259094238281,-732.810974121094,0,339.754144668579,0,180,39.6819638543474,-75.7566372592335,0,0.200695891363178,12.4252672494725
64,-735.07080078125,-732.880432128906,0,339.772539138794,0,180,39.681963230336,-75.756635061171,0,0.200695891363178,12.6259631408356
65,-734.882446289063,-732.949768066406,0,339.79109954834,0,180,39.6819626074213,-75.7566328623961,0,0.200710953752442,12.8266740945881
66,-734.694091796875,-733.01904296875,0,339.809825897217,0,180,39.6819619850549,-75.7566306636211,0,0.200689877228392,13.0273639718165
67,-734.505737304688,-733.088256835937,0,339.828718185425,0,180,39.6819613632369,-75.7566284648461,0,0.200668817055017,13.2280327888715
68,-734.317321777344,-733.157409667969,0,339.847774505615,0,180,39.6819607419671,-75.7566262653587,0,0.200705069996165,13.4287378588677
69,-734.128967285156,-733.2265625,0,339.866996765137,0,180,39.6819601206974,-75.7566240665837,0,0.200647773237465,13.6293856321051
70,-733.940490722656,-733.295593261719,0,339.886386871338,0,180,39.6819595005244,-75.7566218663837,0,0.200720354412021,13.8301059865172
71,-733.751953125,-733.364562988281,0,339.905941009521,0,180,39.6819588808997,-75.7566196654713,0,0.200756690827718,14.0308626773449
72,-733.563537597656,-733.433471679688,0,339.925661087036,0,180,39.6819582618233,-75.7566174659838,0,0.200621082380554,14.2314837597254
73,-733.375,-733.502319335938,0,339.945547103882,0,180,39.6819576432952,-75.7566152650714,0,0.200714786453585,14.432198546179
74,-733.186462402344,-733.571105957031,0,339.965599060059,0,180,39.6819570253155,-75.7566130641589,0,0.200693858828528,14.6328924050075
